utterance_id,movie_title,language,sex,age,race,covered_face,multiple_faces,aggregated_emotions,transcript,movie_type,duration,split
l7mf4k94as_10,White House Conference on American History,EN,male,elderly,black,no,no,neutral,Our identity. and our identity is upon which our beliefs are built ,debate,00:00:06.25,train
l7mf4k94as_100,White House Conference on American History,EN,male,adult,white,no,no,neutral,Well that was certainly a critical element,debate,00:00:03.00,test
l7mf4k94as_102,White House Conference on American History,EN,male,adult,white,no,no,neutral,The entire topic of the constitution itself,debate,00:00:04.00,valid
l7mf4k94as_103,White House Conference on American History,EN,male,adult,white,no,no,neutral,"And provide teachers with detailed instructional support, presentation materials, assignments, assessments, how to handle diverse student skill levels.",debate,00:00:11.04,train
l7mf4k94as_104,White House Conference on American History,EN,male,adult,white,no,no,neutral,Students will learn to analyze discuss write short and longer historical analysis and papers,debate,00:00:07.15,test
l7mf4k94as_105,White House Conference on American History,EN,male,adult,white,no,no,neutral,To also visit our website and,debate,00:00:02.00,train
l7mf4k94as_11,White House Conference on American History,EN,male,elderly,black,no,no,neutral,Destroy those things yo make it ,debate,00:00:03.00,train
l7mf4k94as_111,White House Conference on American History,EN,male,adult,white,no,no,neutral,Learns that thomas jefferson drafted the original declaration of independence with a section designed to abolish slavery.,debate,00:00:07.72,train
l7mf4k94as_114,White House Conference on American History,EN,male,adult,white,no,no,happiness|neutral,Original manuscripts here in the rotunda,debate,00:00:02.93,train
l7mf4k94as_116,White House Conference on American History,EN,male,adult,white,no,no,surprise,Has also encouraged the popular press,debate,00:00:02.30,valid
l7mf4k94as_119,White House Conference on American History,EN,male,adult,white,no,no,surprise,Are we not after all susceptible to the same weaknesses as those we read of in the history books,debate,00:00:06.99,train
l7mf4k94as_12,White House Conference on American History,EN,male,elderly,black,no,no,neutral,To the history of this great american experiment,debate,00:00:04.00,train
l7mf4k94as_120,White House Conference on American History,EN,male,adult,white,no,no,surprise,But we are also capable of their generosity,debate,00:00:04.02,train
l7mf4k94as_121,White House Conference on American History,EN,male,adult,white,no,no,neutral,In the quest to produce a more just society,debate,00:00:03.37,test
l7mf4k94as_122,White House Conference on American History,EN,male,adult,white,no,no,surprise,By a cloud of witnesses from nearly 250 years,debate,00:00:04.00,train
l7mf4k94as_123,White House Conference on American History,EN,male,adult,white,no,no,surprise,Then we read frederick douglass's 1852 speech letting,debate,00:00:04.00,train
l7mf4k94as_127,White House Conference on American History,EN,male,adult,white,no,no,neutral,And for americans,debate,00:00:02.00,train
l7mf4k94as_128,White House Conference on American History,EN,male,adult,white,no,no,neutral,Quest for liberty which is our constitutional birthright,debate,00:00:05.00,train
l7mf4k94as_131,White House Conference on American History,EN,male,adult,white,no,no,neutral,Curriculum and four great history instruction,debate,00:00:04.00,train
l7mf4k94as_133,White House Conference on American History,EN,male,adult,white,no,no,neutral,Many of today's young americans have never encountered.,debate,00:00:04.00,train
l7mf4k94as_137,White House Conference on American History,EN,male,adult,white,no,no,neutral,And its heros have fallen short,debate,00:00:02.51,train
l7mf4k94as_14,White House Conference on American History,EN,male,elderly,white,no,no,neutral,Other people talking about how to correct them and correct the history,debate,00:00:04.47,test
l7mf4k94as_143,White House Conference on American History,EN,male,elderly,black,no,no,neutral,Many who have tried that in the past,debate,00:00:02.50,train
l7mf4k94as_146,White House Conference on American History,EN,male,elderly,black,no,no,sadness,"And you can't cite people with agenda, unless you have one also",debate,00:00:05.62,train
l7mf4k94as_148,White House Conference on American History,EN,male,elderly,black,no,no,disgust,And let me tell you that is a terrible combination,debate,00:00:03.47,train
l7mf4k94as_149,White House Conference on American History,EN,male,elderly,black,no,no,disgust|sadness,Decisions that arise from that are abominable and we're seeing them now,debate,00:00:06.43,valid
l7mf4k94as_15,White House Conference on American History,EN,male,elderly,white,no,no,neutral,Is to rewrite history,debate,00:00:03.00,valid
l7mf4k94as_157,White House Conference on American History,EN,male,elderly,white,no,no,neutral,Some encouraging developments,debate,00:00:02.80,test
l7mf4k94as_158,White House Conference on American History,EN,male,elderly,white,no,no,neutral, i see it also in,debate,00:00:01.88,valid
l7mf4k94as_159,White House Conference on American History,EN,male,elderly,white,no,no,happiness,Curiously enough some movies,debate,00:00:02.28,valid
l7mf4k94as_16,White House Conference on American History,EN,male,elderly,white,no,no,neutral,Every encyclopedia and every publication is,debate,00:00:04.00,test
l7mf4k94as_160,White House Conference on American History,EN,male,elderly,white,no,no,sadness,Indications and yet on the ground the overall picture is not an encouraging one. if it were i wouldn't be here today,debate,00:00:08.99,train
l7mf4k94as_166,White House Conference on American History,EN,male,adult,white,no,no,neutral,So the schools that i represent are,debate,00:00:04.00,train
l7mf4k94as_17,White House Conference on American History,EN,male,elderly,white,no,no,neutral,He who controls the present controls the past and who controls the past controls the future,debate,00:00:08.99,train
l7mf4k94as_18,White House Conference on American History,EN,male,elderly,white,no,no,surprise,About it the most we know about reality we know about the past,debate,00:00:06.00,train
l7mf4k94as_19,White House Conference on American History,EN,male,elderly,white,no,no,neutral,If there's any reality the past is not malleable,debate,00:00:05.00,train
l7mf4k94as_20,White House Conference on American History,EN,male,elderly,white,no,no,surprise,Text books that are the choosing of which are led by the big states,debate,00:00:06.00,train
l7mf4k94as_22,White House Conference on American History,EN,male,elderly,white,no,no,neutral,Standard maxim for a free society ever to be striven for never to be perfectly attained,debate,00:00:07.69,valid
l7mf4k94as_24,White House Conference on American History,EN,male,elderly,white,no,no,neutral,Allow us to begin with doctor mary graeber,debate,00:00:02.75,train
l7mf4k94as_26,White House Conference on American History,EN,female,adult,white,no,no,neutral,"Yeah a record-breaking three million copies have been sold over 100,000 educators have signed up at the zen education project and over 300,000 follow it on social media",debate,00:00:17.00,train
l7mf4k94as_27,White House Conference on American History,EN,female,adult,white,no,no,neutral,It is widely used in advanced placement us history high school classes and in teacher education programs,debate,00:00:08.99,test
l7mf4k94as_28,White House Conference on American History,EN,female,adult,white,no,no,neutral,Bergen and surrounding areas for several years now a young people's history has been used in all 8th grade classrooms,debate,00:00:10.99,train
l7mf4k94as_31,White House Conference on American History,EN,female,adult,white,no,no,surprise, peaceful protest civil rights laws and voting in zinn's book do not work,debate,00:00:06.99,train
l7mf4k94as_34,White House Conference on American History,EN,female,adult,white,no,no,neutral, that is what we are seeing in portland rochester minneapolis and cities across the usa,debate,00:00:09.74,train
l7mf4k94as_35,White House Conference on American History,EN,female,adult,white,no,no,happiness,Say thank you,debate,00:00:03.00,train
l7mf4k94as_39,White House Conference on American History,EN,male,adult,white,no,no,neutral,Ideology that is crafted on campus and exported to the streets,debate,00:00:05.00,train
l7mf4k94as_41,White House Conference on American History,EN,male,adult,white,no,no,neutral,Kenosha to the federal courthouse,debate,00:00:03.00,train
l7mf4k94as_43,White House Conference on American History,EN,male,adult,white,no,no,surprise,Who writes that script,debate,00:00:03.00,train
l7mf4k94as_44,White House Conference on American History,EN,male,adult,white,no,no,neutral,Identitarian indignation,debate,00:00:02.75,train
l7mf4k94as_48,White House Conference on American History,EN,male,adult,white,no,no,neutral,Prosperous and free society came to be,debate,00:00:04.00,train
l7mf4k94as_49,White House Conference on American History,EN,male,adult,white,no,no,sadness,This is a loss for those students and for our country,debate,00:00:03.00,train
l7mf4k94as_52,White House Conference on American History,EN,male,elderly,white,no,no,surprise,But their story is mostly the same,debate,00:00:03.03,train
l7mf4k94as_54,White House Conference on American History,EN,male,elderly,white,no,no,surprise,Our best protection has come through our history,debate,00:00:05.00,train
l7mf4k94as_57,White House Conference on American History,EN,male,elderly,white,no,no,neutral,Is not in good health,debate,00:00:01.63,train
l7mf4k94as_60,White House Conference on American History,EN,male,elderly,white,no,no,anger,Contents will often be an unrelieved witches' sabbath of condemnation of the american,debate,00:00:06.00,valid
l7mf4k94as_68,White House Conference on American History,EN,female,adult,white,no,no,neutral,In some courses students really get a chance to even hear or consider the other side,debate,00:00:05.00,train
l7mf4k94as_70,White House Conference on American History,EN,female,adult,white,no,no,neutral,We should not manipulate truth and history in order to superficially cater to a subjective and often offensive idea of diversity,debate,00:00:08.19,train
l7mf4k94as_73,White House Conference on American History,EN,female,adult,white,no,no,neutral,Our founding documents as sacred,debate,00:00:02.41,train
l7mf4k94as_8,White House Conference on American History,EN,male,elderly,black,no,no,neutral,"We must seek a united resolution, not a democrat resolution or a republican resolution but an american solution.",debate,00:00:09.99,train
l7mf4k94as_83,White House Conference on American History,EN,male,elderly,white,no,no,surprise,He read evidently almost no history in his early days the sole exception that we know of was mason weems' biography written in 1799 of george washington,debate,00:00:15.99,test
l7mf4k94as_84,White House Conference on American History,EN,male,elderly,white,no,no,neutral,Because in february of 1861 40 years,debate,00:00:04.00,train
l7mf4k94as_9,White House Conference on American History,EN,male,elderly,black,no,no,neutral,"The only place where people form caravans trying to get in here, not trying to get out.",debate,00:00:05.05,valid
l7mf4k94as_92,White House Conference on American History,EN,male,adult,white,no,no,neutral,Immigrants who come to america from such places do not take this remarkable country for granted,debate,00:00:06.40,train
l7mf4k94as_93,White House Conference on American History,EN,male,adult,white,no,no,neutral,Cannot solve all of our problems nor should we expect it to but it can provide a factual foundation for discussing current challenges and,debate,00:00:09.99,test
l7mf4k94as_94,White House Conference on American History,EN,male,adult,white,no,no,sadness,And what brings us together unfortunately all too often that is not the type of history we are providing our students,debate,00:00:08.99,train
l7mf4k94as_95,White House Conference on American History,EN,male,adult,white,no,no,sadness,The ap us history course framework unfortunately presents a distorted picture of us history,debate,00:00:06.99,valid
l7mf4k94as_98,White House Conference on American History,EN,male,adult,white,no,no,neutral,Nothing is included on constitutional protections for fundamental property rights such as the prohibition on government taking a person's property without just compensation,debate,00:00:11.99,train
l7mf4k94as_99,White House Conference on American History,EN,male,adult,white,no,no,neutral,There's nothing explicit referencing the bible or jews or judaism,debate,00:00:04.82,train
l7olwhh5io_0,Interview: Wes Bentley,EN,male,adult,white,no,no,happiness,Hey lori thanks for having me,interview,00:00:03.00,test
l7olwhh5io_1,Interview: Wes Bentley,EN,female,adult,asian,no,no,happiness,Hunger games interstellar american horror story mission impossible fallout,interview,00:00:05.00,valid
l7olwhh5io_4,Interview: Wes Bentley,EN,male,adult,white,no,no,happiness,I think it's amazing i mean it's,interview,00:00:02.00,valid
l7olwhh5io_5,Interview: Wes Bentley,EN,male,adult,white,no,no,happiness,"I want to see all the costumes; people even when i'm shooting on halloween on a set, i see quite a few seneca cranes and they do a good job with the beards, yeah",interview,00:00:09.00,train
l7olwhh5io_6,Interview: Wes Bentley,EN,male,adult,white,no,no,happiness,If you can do any shaping with your beard good good on you,interview,00:00:03.57,train
l7olwhh5io_7,Interview: Wes Bentley,EN,male,adult,white,no,no,happiness,My love is for comedy,interview,00:00:02.53,train
l7olwhh5io_8,Interview: Wes Bentley,EN,male,adult,white,no,no,happiness,"I would do a, i would do one that was clever or self-aware i like those those are pretty funny",interview,00:00:06.00,valid
l90wih8tgi_0,Welcome back Turkey - KM,EN,female,adult,white,no,no,happiness,My name is katherine maher. i'm the executive,vlog,00:00:02.21,valid
l90wih8tgi_1,Welcome back Turkey - KM,EN,female,adult,white,no,no,happiness,Honor and joy to say,vlog,00:00:02.62,train
l90wih8tgi_2,Welcome back Turkey - KM,EN,female,adult,white,no,no,happiness,Wikipedia back online and for all the people in turkey to be able to access and read wikipedia again,vlog,00:00:07.75,valid
l90wih8tgi_3,Welcome back Turkey - KM,EN,female,adult,white,no,no,happiness,Wikipedia was banned in turkey,vlog,00:00:02.00,train
l90wih8tgi_4,Welcome back Turkey - KM,EN,female,adult,white,no,no,neutral,We know that there are people who are active who continued editing who continued organising events like wikidata editathons who were part of the wikimedia community who came to global wikimedia events like wikimania even when wikipedia was blocked,vlog,00:00:16.01,train
l90wih8tgi_6,Welcome back Turkey - KM,EN,female,adult,white,no,no,happiness,And the house cozy for when we all have the chance to come back again,vlog,00:00:05.00,train
l90wih8tgi_8,Welcome back Turkey - KM,EN,female,adult,white,no,no,happiness,Cannot wait to work with you again,vlog,00:00:02.58,train
la9b26lzb5_10,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,neutral,"To recognize liz, dunbar, for her many years of transformative public service. on behalf of folks in my region",debate,00:00:07.08,train
la9b26lzb5_101,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,"You know, justin james dennis lee, 14 years old, cute kid.",debate,00:00:07.00,train
la9b26lzb5_102,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,Stephen marler his family would love to have him back,debate,00:00:09.00,test
la9b26lzb5_103,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,She was 22 months old. it's a little harder.,debate,00:00:09.24,valid
la9b26lzb5_104,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,Ellie jean bryant reminds me of one of mine,debate,00:00:08.00,train
la9b26lzb5_105,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,Dominic durden's mother is a friend of mine and i know how she has suffered,debate,00:00:08.00,train
la9b26lzb5_106,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,"And i was going 'oh my gosh, look at those names'",debate,00:00:03.44,train
la9b26lzb5_107,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,"It's difficult to absorb the pious, righteous indignation that we have sometimes heard on the house floor.",debate,00:00:12.52,train
la9b26lzb5_108,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,It it sound like a callousness on this floor a potential callousness,debate,00:00:07.28,train
la9b26lzb5_109,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,"It breaks my heart to think of the murders and the homicides, negligent homicides, and otherwise that will occur.",debate,00:00:11.00,train
la9b26lzb5_11,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,neutral,"Each year, tacoma community house serves approximately 3,500 clients from more than 100 different countries through its 4 core programs of employment and education, immigration and advocacy.",debate,00:00:12.48,test
la9b26lzb5_110,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,sadness,"For those that have died, because we did not do our job.",debate,00:00:05.20,train
la9b26lzb5_13,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,neutral,"I rise today to honor the life, legacy and ministry of chaplain g. william bryan",debate,00:00:06.48,valid
la9b26lzb5_14,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,happiness,"He was a friend and an encourager. to cherly, he was a devoted husband.",debate,00:00:04.88,train
la9b26lzb5_15,116th United States Congress House Floor - 2019-01-11,EN,female,adult,white,no,no,happiness,"His role as chaplain served thousands every year, but when you saw him, you felt as if you were connecting with a best friend.",debate,00:00:07.92,train
la9b26lzb5_20,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,neutral,He encouraged people to raise their voices and made sure elected officials listened,debate,00:00:04.20,test
la9b26lzb5_21,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,happiness,"And i'll always remember him recounting his story of organizing a concert for the iconic louis armstrong, otherwise known as satchmo in riverside.",debate,00:00:09.84,train
la9b26lzb5_22,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,neutral,Vital role for our states and our nation's energy security independance,debate,00:00:05.16,train
la9b26lzb5_23,116th United States Congress House Floor - 2019-01-11,EN,female,adult,white,no,no,neutral,Also developed an all natural bug repellant that is more effective than deet,debate,00:00:04.92,valid
la9b26lzb5_32,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,"The republicans have again taken hostage, not only 800,000 people who work for the federal government, expecting them to work for no pay to protect our borders.",debate,00:00:15.00,test
la9b26lzb5_33,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger|disgust,It was total campaign rhetoric and demagoguery,debate,00:00:05.00,train
la9b26lzb5_34,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,"The president's told lindsay graham. you're not for my wall, i'm not for your bill, and i won't sign it, and i'm going to shut down government.",debate,00:00:06.68,train
la9b26lzb5_35,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,One person is responsible for shutting down government. donald trump,debate,00:00:06.00,train
la9b26lzb5_36,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,That's baloney,debate,00:00:01.20,train
la9b26lzb5_37,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,It is a lie,debate,00:00:02.00,test
la9b26lzb5_38,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,It is unworthy of a president of the united states to make such an assertion,debate,00:00:06.00,train
la9b26lzb5_39,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,So don't accuse the rep -- the democrats because they're against the wall of being against the border security,debate,00:00:07.00,valid
la9b26lzb5_40,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,Your republican leaders don't believe that,debate,00:00:04.00,train
la9b26lzb5_41,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,Mexico was going to pay for this wall god knows how any american voter believe that,debate,00:00:09.00,train
la9b26lzb5_42,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,So they waited 11 months and 20 days to bring this critical issue to the floor.,debate,00:00:07.44,train
la9b26lzb5_43,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,disgust,My -- my -- my,debate,00:00:04.00,train
la9b26lzb5_44,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,He swore no oath to president trump,debate,00:00:03.00,valid
la9b26lzb5_45,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,None of us swore an oath to the president of united states,debate,00:00:04.00,valid
la9b26lzb5_46,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,disgust,How sad that it is us who are the enemy of the government the united states,debate,00:00:07.00,test
la9b26lzb5_47,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,anger,But no you took a hostage,debate,00:00:02.52,train
la9b26lzb5_48,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,neutral,Last week we passed a package of funding bills for fiscal year twenty nineteen,debate,00:00:03.56,train
la9b26lzb5_50,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,neutral,And with that regretfully i yield back,debate,00:00:04.08,train
la9b26lzb5_6,116th United States Congress House Floor - 2019-01-11,EN,female,adult,black,no,no,neutral,"And announces to the house, her approval thereof.",debate,00:00:02.80,train
la9b26lzb5_7,116th United States Congress House Floor - 2019-01-11,EN,female,adult,black,no,no,neutral,The pledge of allegiance will be led by the gentlewoman from minnesota miss craig,debate,00:00:06.00,train
la9b26lzb5_75,116th United States Congress House Floor - 2019-01-11,EN,male,adult,white,no,no,neutral,How shameful how sad,debate,00:00:01.84,train
la9b26lzb5_76,116th United States Congress House Floor - 2019-01-11,EN,female,adult,black,no,no,anger,The coast guard on the waters of this nation the coast guard that rescued a thousand plus in katrina,debate,00:00:05.80,train
la9b26lzb5_77,116th United States Congress House Floor - 2019-01-11,EN,female,adult,black,no,no,anger,Rescued desperate houton--  houstonians in harvey are not being paid they are military that's not being paid  because they are under homeland security,debate,00:00:11.00,train
laz79q2gss_0,Dorothy Ennes Director of Coldwell Banker Bain's Property Management Division,EN,female,adult,white,no,no,neutral,I'm your host patricia wangsness our passion is to help you understand the art science and timing of real estate by bringing you relevant topics and experts with up-to-date information and packed in your biggest asset your home,interview,00:00:14.01,train
laz79q2gss_1,Dorothy Ennes Director of Coldwell Banker Bain's Property Management Division,EN,female,adult,white,no,no,neutral,Almost thirty years,interview,00:00:02.00,train
lfn8nbpsut_1,One-year anniversary of atmospheric river in BC,EN,male,adult,hispanic,no,no,sadness|surprise,But i'm still impressed with how quickly,documentary,00:00:03.00,train
ln0strw8ek_0,ONE WORLD FILMCLUBS AWARD 2022 - Videobotschaft der Regisseurin Nahid Persson!,EN,female,adult,other,no,no,happiness,Hello everybody i'm so happy and grateful to win this very very nice award,debate,00:00:08.00,valid
ln0strw8ek_1,ONE WORLD FILMCLUBS AWARD 2022 - Videobotschaft der Regisseurin Nahid Persson!,EN,female,adult,other,no,no,happiness,It means a lot to me and to the young people in iran specially that the jury is teenager,debate,00:00:07.00,train
ln0strw8ek_2,ONE WORLD FILMCLUBS AWARD 2022 - Videobotschaft der Regisseurin Nahid Persson!,EN,female,adult,other,no,no,sadness,"Unfortunately some of them has been killed, many of them are in prison right now, they torture them and they rape them.",debate,00:00:13.01,valid
lqyro09c7q_0,The Fix Is In - USPS Pulling Mailboxes Off the Streets Ahead of November Election,EN,male,adult,black,no,no,sadness,With the family the removal of dozens of mailboxes and a half,vlog,00:00:05.00,train
lqyro09c7q_2,The Fix Is In - USPS Pulling Mailboxes Off the Streets Ahead of November Election,EN,male,adult,black,no,no,surprise,Why the hell would they remove the mailboxes in the first place,vlog,00:00:05.00,test
lqyro09c7q_3,The Fix Is In - USPS Pulling Mailboxes Off the Streets Ahead of November Election,EN,male,adult,black,no,no,neutral,The postal service is also facing some internal changes,vlog,00:00:04.00,train
lqyro09c7q_4,The Fix Is In - USPS Pulling Mailboxes Off the Streets Ahead of November Election,EN,male,adult,black,no,no,surprise,There's no official explanation and it's unclear why the machines are being removed and simply not used when not needed,vlog,00:00:14.00,train
lqyro09c7q_7,The Fix Is In - USPS Pulling Mailboxes Off the Streets Ahead of November Election,EN,male,adult,black,no,no,sadness|surprise,Someone from the postal service tried to say that the reason why is because production is down fam you know like i know,vlog,00:00:11.00,train
lqyro09c7q_8,The Fix Is In - USPS Pulling Mailboxes Off the Streets Ahead of November Election,EN,male,adult,black,no,no,disgust,Got me think they did it with,vlog,00:00:03.00,train
lqyro09c7q_9,The Fix Is In - USPS Pulling Mailboxes Off the Streets Ahead of November Election,EN,male,adult,black,no,no,neutral,What the post office is doing is enough to make one go postal on the postal,vlog,00:00:07.00,train
lx5yo50g2r_0,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,Bitter is about the taste of bitter in food and it's a it's an attempt to make it a positive taste i think we've,interview,00:00:08.50,valid
lx5yo50g2r_1,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,"No, and that's what i, you know that's what makes bitter such an interesting flavour or taste because.",interview,00:00:06.00,train
lx5yo50g2r_10,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,And all these things actually worked in certain ways,interview,00:00:02.26,train
lx5yo50g2r_11,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,In that strip is only one bitter chemical.,interview,00:00:03.40,train
lx5yo50g2r_12,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,Everything you taste pretty much is bitter right?,interview,00:00:02.36,train
lx5yo50g2r_13,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,Because the italians are big bitter lovers and you'll find small kids and more happier to eat bitter greens than they are here,interview,00:00:08.00,train
lx5yo50g2r_15,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,"It's not like if something has salt or acid in it doesn't usually taste salty or acidic, it's about balancing falvours",interview,00:00:07.54,valid
lx5yo50g2r_2,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,So what i find bitter you might not find bitter and vice versa.,interview,00:00:04.60,valid
lx5yo50g2r_3,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,"Or it can be something like this salary leave which has a really nice pleasant bit in this, so.",interview,00:00:06.00,train
lx5yo50g2r_4,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,No it doesn't because you know we do see it as a negative and people try to play it down,interview,00:00:04.20,valid
lx5yo50g2r_6,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,I mean i understand why taste scientists talk about taste and flavor,interview,00:00:03.67,valid
lx5yo50g2r_7,Jennifer McLagan on Bitter,EN,female,adult,white,no,no,neutral,And you don't even probably think of coffee is being bitter anymore,interview,00:00:03.57,train
m8kgpwvomu_0,Subtext Gone With the Wind #2,EN,male,adult,white,no,no,surprise,Has a war started,movie,00:00:01.53,train
m8kgpwvomu_1,Subtext Gone With the Wind #2,EN,female,adult,white,no,no,anger,You should have made your presence known,movie,00:00:01.73,test
m8kgpwvomu_3,Subtext Gone With the Wind #2,EN,female,adult,white,no,no,anger,You've taken a low common advantage of me then you insulted me,movie,00:00:02.70,train
m8kgpwvomu_6,Subtext Gone With the Wind #2,EN,female,adult,white,no,no,anger,"How dare you, you aren't fit to wipe his boots",movie,00:00:02.60,train
m8kgpwvomu_7,Subtext Gone With the Wind #2,EN,male,adult,white,no,no,happiness,They're going to hate you for the rest of your life.,movie,00:00:02.43,train
mbv0le4kup_1,Reactions to Black Pete- Not So Black and White,EN,female,adult,hispanic,no,no,surprise,I see,interview,00:00:01.66,train
mbv0le4kup_10,Reactions to Black Pete- Not So Black and White,EN,female,adult,white,no,no,happiness,"I guess that, that's a point as well",interview,00:00:02.00,train
mbv0le4kup_2,Reactions to Black Pete- Not So Black and White,EN,female,adult,white,no,no,neutral,Oh yeah the story was of the netherlands,interview,00:00:02.06,test
mbv0le4kup_3,Reactions to Black Pete- Not So Black and White,EN,female,adult,white,no,no,neutral,We need to be really careful about depictions that we have that are based in colonialism and have racist undertones as well,interview,00:00:08.50,test
mbv0le4kup_4,Reactions to Black Pete- Not So Black and White,EN,female,adult,hispanic,no,no,happiness,That all human beings are equal ,interview,00:00:02.03,valid
mbv0le4kup_8,Reactions to Black Pete- Not So Black and White,EN,female,adult,white,no,no,happiness,I think that children perceive a lot,interview,00:00:01.70,valid
mbv0le4kup_9,Reactions to Black Pete- Not So Black and White,EN,male,adult,white,no,no,neutral,I think that we could we could change some things for example the earrings and then this this this red lipstick might be seen as a bit too far.,interview,00:00:08.87,valid
md9vlgjv1f_0,Interview: Easton Corbin,EN,female,adult,asian,no,no,happiness,Your tour your aca after party performance i mean wow you're a busy guy,interview,00:00:04.60,train
md9vlgjv1f_1,Interview: Easton Corbin,EN,female,adult,asian,no,no,happiness,Not stare at the there's no way that i will never lose my attention watching your some of your music videos,interview,00:00:06.07,valid
mhk44spn8s_0,Interview: Rachelle Lefevre,EN,female,adult,hispanic,no,no,happiness,"Which is off the map, white house down and under the dome.",interview,00:00:03.26,test
mhk44spn8s_1,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,That's perfect,interview,00:00:02.00,valid
mhk44spn8s_11,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,It's not the most appropriate joke but one of my favorite jokes with other actresses here in la is do you know how many valets have seen me naked? like,interview,00:00:07.70,train
mhk44spn8s_12,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,Trying to change in the way that the valet what is see you,interview,00:00:02.96,train
mhk44spn8s_13,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,That became sort of like the the running joke of my my struggle for all these thousands of auditions that i went on,interview,00:00:08.00,valid
mhk44spn8s_14,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,"Commercial, but there are a lot of those",interview,00:00:03.00,train
mhk44spn8s_15,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,Check with it and then i got this call that i was being offered you know the opportunity to go and join the show,interview,00:00:06.23,train
mhk44spn8s_17,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,We get fatigued you know we,interview,00:00:02.00,train
mhk44spn8s_19,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,I feel really lucky every time i just get to keep doing what i do i just that's i'm in my i'm in my sweet spot,interview,00:00:07.07,train
mhk44spn8s_2,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,That was great i was i was one of the best ones actually,interview,00:00:04.20,valid
mhk44spn8s_21,Interview: Rachelle Lefevre,EN,female,adult,white,no,no,happiness,Or or just challenge themselves week-to-week case to case every time mary kills someone just go,interview,00:00:04.53,test
